id,short_name,long_name,age,height_cm,weight_kg,nationality,club,preferred_foot,player_positions,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,overall,potential
198950,Pablo Sarabia,Pablo Sarabia García,27,174,70,Spain,Paris Saint-Germain,Left,"CAM, CM, RM",75,76,82,84,57,57,,,,,,,83,84
199987,J. Cillessen,Jasper Cillessen,30,185,83,Netherlands,Valencia CF,Right,GK,,,,,,,82,83,78,83,52,81,83,84
200949,Lucas Moura,Lucas Rodrigues M. Silva,26,174,70,Brazil,Tottenham Hotspur,Right,"CF, RM, LM",92,79,76,87,42,66,,,,,,,83,84
204970,F. Thauvin,Florian Thauvin,26,179,70,France,Olympique de Marseille,Left,"RW, RM",83,80,81,83,41,69,,,,,,,83,84
205498,Jorginho,Luiz Frello Filho Jorge,27,180,67,Italy,Chelsea,Right,"CM, CDM",55,63,84,81,70,73,,,,,,,83,84
1179,G. Buffon,Gianluigi Buffon,41,192,92,Italy,Juventus,Right,GK,,,,,,,78,77,74,80,33,91,83,83
5479,Casillas,Iker Casillas Fernández,38,185,84,Spain,FC Porto,Left,GK,,,,,,,85,75,61,84,55,86,83,83
104389,R. Jarstein,Rune  Almenning Jarstein,34,190,86,Norway,Hertha BSC,Right,GK,,,,,,,79,82,76,84,43,86,83,83
139720,V. Kompany,Vincent Kompany,33,190,85,Belgium,RSC Anderlecht,Right,CB,50,53,65,64,84,79,,,,,,,83,83
157481,Raúl Albiol,Raúl Albiol Tortajada,33,190,82,Spain,Villarreal CF,Right,CB,48,41,61,63,86,72,,,,,,,83,83
159261,F. Quagliarella,Fabio Quagliarella,36,180,79,Italy,Sampdoria,Right,ST,69,89,75,80,30,65,,,,,,,83,83
163587,K. Schmeichel,Kasper Schmeichel,32,189,89,Denmark,Leicester City,Right,GK,,,,,,,82,77,79,88,58,79,83,83
167397,Falcao,Radamel Falcao García Zárate,33,177,72,Colombia,AS Monaco,Right,ST,65,82,69,77,43,72,,,,,,,83,83
168609,Miranda,João Miranda de Souza Filho,34,186,78,Brazil,Jiangsu Suning FC,Right,CB,64,49,60,68,84,74,,,,,,,83,83
169416,C. Vela,Carlos Alberto Vela Garrido,30,177,77,Mexico,Los Angeles FC,Left,"RW, LW, CAM",80,82,78,84,31,67,,,,,,,83,83
170481,E. Garay,Ezequiel Marcelo Garay,32,189,90,Argentina,Valencia CF,Right,CB,43,60,67,62,82,81,,,,,,,83,83
178005,Rui Patrício,Rui Pedro dos Santos Patrício,31,190,84,Portugal,Wolverhampton Wanderers,Left,GK,,,,,,,84,80,77,82,55,81,83,83
178518,R. Nainggolan,Radja Nainggolan,31,176,77,Belgium,Cagliari,Right,"CAM, CM",72,79,78,83,83,82,,,,,,,83,83
178562,E. Banega,Éver Maximiliano David Banega,31,174,71,Argentina,Sevilla FC,Right,"CDM, CM, CAM",61,73,84,82,77,70,,,,,,,83,83
179844,Diego Costa,Diego da Silva Costa,30,188,86,Spain,Atlético Madrid,Right,ST,73,82,64,75,49,85,,,,,,,83,83
179846,S. Khedira,Sami Khedira,32,189,90,Germany,Juventus,Right,"CM, CDM",51,74,78,77,80,80,,,,,,,83,83
179944,David Luiz,David Luiz Moreira Marinho,32,189,86,Brazil,Arsenal,Right,CB,61,65,74,70,82,77,,,,,,,83,83
183574,M. Kruse,Max Kruse,31,180,76,Germany,Fenerbahçe SK,Left,"CF, ST, CAM",66,83,83,83,45,70,,,,,,,83,83
183711,J. Henderson,Jordan Brian Henderson,29,182,80,England,Liverpool,Right,"CDM, CM",64,70,83,77,78,80,,,,,,,83,83
184484,G. Sigurðsson,Gylfi Þór Sigurðsson,29,186,77,Iceland,Everton,Right,CAM,56,81,84,80,57,69,,,,,,,83,83
186561,A. Ramsey,Aaron Ramsey,28,183,76,Wales,Juventus,Right,"CM, CAM",68,77,79,80,68,74,,,,,,,83,83
190584,Illarramendi,Asier Illarramendi Andonegi,29,179,75,Spain,Real Sociedad,Right,"CDM, CM",54,71,80,79,80,71,,,,,,,83,83
190815,D. Blind,Daley Blind,29,180,72,Netherlands,Ajax,Left,"CDM, CB, LB",54,65,80,77,82,74,,,,,,,83,83
190941,L. Hrádecký,Lukáš Hrádecký,29,192,85,Finland,Bayer 04 Leverkusen,Right,GK,,,,,,,85,79,69,86,41,82,83,83
192366,N. Otamendi,Nicolás Hernán Otamendi,31,183,81,Argentina,Manchester City,Right,CB,56,57,63,59,83,78,,,,,,,83,83
193082,J. Cuadrado,Juan Cuadrado,31,179,72,Colombia,Juventus,Right,"RM, RW",91,72,77,88,66,67,,,,,,,83,83
193474,I. Gueye,Idrissa Gana Gueye,29,174,66,Senegal,Paris Saint-Germain,Right,CDM,73,59,70,78,85,78,,,,,,,83,83
195365,K. Kampl,Kevin Kampl,28,178,67,Slovenia,RB Leipzig,Right,"CM, CAM, CDM",76,67,80,86,63,62,,,,,,,83,83
198329,Rodrigo,Rodrigo Moreno Machado,28,182,77,Spain,Valencia CF,Left,ST,90,80,74,82,44,70,,,,,,,83,83
199042,C. Aránguiz,Charles Mariano Aránguiz Sandoval,30,171,70,Chile,Bayer 04 Leverkusen,Right,"CM, CDM",63,72,82,81,74,73,,,,,,,83,83
199451,W. Ben Yedder,Wissam Ben Yedder,28,170,68,France,AS Monaco,Right,ST,84,82,77,85,39,61,,,,,,,83,83
199845,F. Acerbi,Francesco Acerbi,31,192,88,Italy,Lazio,Left,CB,56,50,61,63,86,82,,,,,,,83,83
200888,Danilo Pereira,Danilo Luís Hélio Pereira,27,188,83,Portugal,FC Porto,Right,"CDM, CM",65,63,72,74,82,85,,,,,,,83,83
216354,A. Kramarić,Andrej Kramarić,28,177,73,Croatia,TSG 1899 Hoffenheim,Right,"ST, CAM, LW",73,85,73,85,30,71,,,,,,,83,83
230294,Louri Beretta,Lourival Adnan Beretta Barbosa,27,188,83,Brazil,Atlético Mineiro,Right,"ST, CF",81,84,62,72,33,75,,,,,,,83,83
230375,Josué Chiamulera,Josué Durval Chiamulera Vaz,27,185,80,Brazil,Grêmio,Right,CB,80,43,56,64,85,77,,,,,,,83,83
230481,Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,27,177,75,Brazil,Grêmio,Right,"RW, CAM",87,77,83,84,35,72,,,,,,,83,83
230142,Oyarzabal,Mikel Oyarzabal Ugarte,22,181,78,Spain,Real Sociedad,Left,"LW, LM, RW",75,82,79,83,39,61,,,,,,,82,89
229906,L. Bailey,Leon Bailey Butler,21,178,79,Jamaica,Bayer 04 Leverkusen,Left,"LW, RW",91,77,75,84,33,64,,,,,,,82,88
230666,Gabriel Jesus,Gabriel Fernando de Jesus,22,175,73,Brazil,Manchester City,Right,ST,85,80,72,86,39,71,,,,,,,82,88
207410,M. Kovačić,Mateo Kovačić,25,176,78,Croatia,Chelsea,Right,CM,76,68,81,86,67,70,,,,,,,82,87
208596,A. Belotti,Andrea Belotti,25,181,72,Italy,Torino,Right,ST,77,81,57,77,41,82,,,,,,,82,87
212151,T. Strakosha,Thomas Strakosha,24,193,78,Albania,Lazio,Right,GK,,,,,,,84,78,75,87,44,79,82,87
220971,N. Keïta,Naby Keïta,24,172,64,Guinea,Liverpool,Right,"CM, CDM",71,73,76,88,65,66,,,,,,,82,87
223959,L. Torreira,Lucas Torreira Di Pascua,23,168,64,Uruguay,Arsenal,Right,"CDM, CM",75,67,77,80,81,75,,,,,,,82,87
224293,Rúben Neves,Rúben Diogo da Silva Neves,22,180,80,Portugal,Wolverhampton Wanderers,Right,CM,62,74,83,76,70,73,,,,,,,82,87
225850,P. Kimpembe,Presnel Kimpembe,23,189,80,France,Paris Saint-Germain,Left,CB,75,39,67,67,81,83,,,,,,,82,87
225953,S. Bergwijn,Steven Bergwijn,21,178,78,Netherlands,PSV,Right,"RW, CAM, LW",89,75,76,85,40,73,,,,,,,82,87
226753,A. Onana,André Onana,23,187,93,Cameroon,Ajax,Right,GK,,,,,,,84,80,86,83,63,76,82,87
227928,Nélson Semedo,Nélson Cabral Semedo,25,177,67,Portugal,FC Barcelona,Right,RB,92,57,69,81,77,75,,,,,,,82,87
193105,A. Areola,Alphonse Areola,26,195,94,France,Paris Saint-Germain,Right,GK,,,,,,,85,79,80,84,55,78,82,86
198009,M. Perin,Mattia Perin,26,188,77,Italy,Juventus,Right,GK,,,,,,,82,82,71,87,56,79,82,86
211320,D. Rugani,Daniele Rugani,24,190,84,Italy,Juventus,Right,CB,64,39,55,64,85,74,,,,,,,82,86
214997,A. Correa,Ángel Correa,24,171,68,Argentina,Atlético Madrid,Right,"RM, ST",83,80,75,86,54,65,,,,,,,82,86
216201,Iñaki Williams,Iñaki Williams Arthuer,25,186,79,Spain,Athletic Club de Bilbao,Right,"ST, RW",94,80,72,80,41,82,,,,,,,82,86
221992,H. Lozano,Hirving Rodrigo Lozano Bahena,23,175,70,Mexico,PSV,Right,"RW, LW",93,76,73,83,41,66,,,,,,,82,86
227055,Gelson Martins,Gelson Dany Batalha Martins,24,173,74,Portugal,AS Monaco,Right,"RM, RW",95,71,74,86,47,61,,,,,,,82,86
200726,B. Lecomte,Benjamin Lecomte,28,186,78,France,AS Monaco,Left,GK,,,,,,,82,78,78,83,42,81,82,85
209989,T. Partey,Thomas Partey,26,185,77,Ghana,Atlético Madrid,Right,"CM, CDM, RM",73,72,77,77,79,84,,,,,,,82,85
211748,K. Demirbay,Kerem Demirbay,25,182,72,Germany,Bayer 04 Leverkusen,Left,CM,67,74,82,84,64,70,,,,,,,82,85
197061,J. Matip,Joël Andre Job Matip,27,194,90,Cameroon,Liverpool,Right,CB,61,46,68,67,83,76,,,,,,,82,84
202651,Suso,Jesús Joaquín Fernández Sáez,25,176,70,Spain,Milan,Left,"RW, CF",78,76,83,87,33,53,,,,,,,82,84
204639,S. Savić,Stefan Savić,28,187,79,Montenegro,Atlético Madrid,Right,CB,55,35,54,56,84,72,,,,,,,82,84
205452,A. Rüdiger,Antonio Rüdiger,26,190,85,Germany,Chelsea,Right,CB,72,43,67,63,82,78,,,,,,,82,84
209960,Pacheco,Fernando Pacheco Flores,27,186,81,Spain,Deportivo Alavés,Left,GK,,,,,,,81,79,70,83,45,83,82,84
210243,Ricardo Pereira,Ricardo Barbosa Pereira,25,175,70,Portugal,Leicester City,Right,"RB, RM",86,64,77,81,79,73,,,,,,,82,84
211256,N. Tagliafico,Nicolás Alejandro Tagliafico,26,172,65,Argentina,Ajax,Left,LB,81,57,72,76,80,81,,,,,,,82,84
223952,David Soria,David Soria Solís,26,192,85,Spain,Getafe CF,Right,GK,,,,,,,83,81,71,83,41,82,82,84
178750,Sergio Asenjo,Sergio  Asenjo Andrés,30,189,87,Spain,Villarreal CF,Right,GK,,,,,,,84,82,77,81,56,80,82,83
189575,Muniain,Iker Muniain Goñi,26,170,66,Spain,Athletic Club de Bilbao,Right,"CAM, LW",80,72,77,87,51,58,,,,,,,82,83
192318,M. Götze,Mario Götze,27,176,75,Germany,Borussia Dortmund,Right,"CF, CAM, CM",71,78,85,86,56,70,,,,,,,82,83
193283,T. Delaney,Thomas Delaney,27,182,79,Denmark,Borussia Dortmund,Left,"CDM, CM",77,73,74,75,83,82,,,,,,,82,83
193698,O. Baumann,Oliver Baumann,29,187,82,Germany,TSG 1899 Hoffenheim,Right,GK,,,,,,,82,80,70,84,49,79,82,83
195093,Willian José,Willian José da Silva,27,189,93,Brazil,Real Sociedad,Right,ST,69,82,68,75,40,81,,,,,,,82,83
199564,Sergi Roberto,Sergio Roberto Carnicer,27,178,68,Spain,FC Barcelona,Right,"RB, RM, CM",78,63,81,78,77,73,,,,,,,82,83
200536,N. Schulz,Nico Schulz,26,181,83,Germany,Borussia Dortmund,Left,"LWB, LM, LB",90,52,76,80,74,76,,,,,,,82,83
200610,K. Volland,Kevin Volland,26,179,83,Germany,Bayer 04 Leverkusen,Left,"ST, RW, LW",76,84,79,79,41,83,,,,,,,82,83
200724,Nacho Fernández,José Ignacio Fernández Iglesias,29,180,76,Spain,Real Madrid,Right,"CB, LB, RB",74,37,66,64,81,79,,,,,,,82,83
201305,Gabriel Paulista,Gabriel Armando de Abreu,28,187,79,Brazil,Valencia CF,Right,CB,71,49,69,65,83,81,,,,,,,82,83
202562,J. Roussillon,Jérôme Roussillon,26,175,80,France,VfL Wolfsburg,Left,LB,89,65,76,80,78,78,,,,,,,82,83
203263,H. Maguire,Harry Maguire,26,194,100,England,Manchester United,Right,CB,50,53,64,69,81,84,,,,,,,82,83
203486,T. Hazard,Thorgan Hazard,26,175,71,Belgium,Borussia Dortmund,Right,"RM, LM, CF",82,77,80,86,47,64,,,,,,,82,83
208448,E. Forsberg,Emil Forsberg,27,179,74,Sweden,RB Leipzig,Right,"CAM, LM",70,71,81,83,33,62,,,,,,,82,83
208574,F. Kostić,Filip Kostić,26,184,82,Serbia,Eintracht Frankfurt,Left,"LM, LWB",87,76,77,81,67,78,,,,,,,82,83
216409,M. Politano,Matteo Politano,25,171,67,Italy,Inter,Left,"RM, ST",84,77,78,84,42,57,,,,,,,82,83
216547,Rafa,Rafael Alexandre Fernandes Ferreira da Silva,26,172,66,Portugal,SL Benfica,Right,"LM, RM",93,71,74,86,50,52,,,,,,,82,83
24630,Pepe Reina,José Manuel  Reina Páez,36,188,92,Spain,Milan,Right,GK,,,,,,,79,82,82,81,57,82,82,82
53302,D. De Rossi,Daniele De Rossi,35,184,83,Italy,Boca Juniors,Right,CDM,59,64,73,69,85,77,,,,,,,82,82
106231,Aduriz,Aritz Aduriz Zubeldia,38,182,78,Spain,Athletic Club de Bilbao,Right,ST,61,82,64,75,49,74,,,,,,,82,82
146536,Jesús Navas,Jesús Navas González,33,170,60,Spain,Sevilla FC,Right,"RM, RB",87,69,77,83,69,53,,,,,,,82,82
146562,Santi Cazorla,Santiago Cazorla González,34,168,65,Spain,Villarreal CF,Right,"CM, CDM, LM",56,73,85,83,65,58,,,,,,,82,82
156519,H. Herrera,Héctor Miguel Herrera López,29,185,80,Mexico,Atlético Madrid,Right,CM,72,75,75,76,78,81,,,,,,,82,82
158963,L. Biglia,Lucas Rodrigo Biglia,33,178,63,Argentina,Milan,Right,"CDM, CM",55,63,81,81,77,68,,,,,,,82,82
164835,L. Fabiański,Łukasz Fabiański,34,190,83,Poland,West Ham United,Right,GK,,,,,,,80,83,70,84,48,82,82,82
168354,E. Viviano,Emiliano Viviano,33,195,90,Italy,Sporting CP,Left,GK,,,,,,,83,84,76,83,32,81,82,82
178088,Juan Mata,Juan Manuel Mata García,31,170,63,Spain,Manchester United,Left,"CAM, RM",62,74,83,83,36,47,,,,,,,82,82
178509,O. Giroud,Olivier Giroud,32,193,92,France,Chelsea,Left,ST,46,81,71,72,42,79,,,,,,,82,82
179645,S. Kjær,Simon Thorup Kjær,30,191,84,Denmark,Sevilla FC,Right,CB,65,55,63,55,81,78,,,,,,,82,82
180403,Willian,Willian Borges da Silva,30,175,78,Brazil,Chelsea,Right,"RW, LW",85,78,80,85,49,60,,,,,,,82,82
181786,V. Ćorluka,Vedran Ćorluka,33,192,84,Croatia,Lokomotiv Moscow,Right,CB,58,49,65,67,81,82,,,,,,,82,82
184200,M. Arnautović,Marko Arnautović,30,192,83,Austria,Shanghai SIPG FC,Right,ST,80,79,77,82,47,82,,,,,,,82,82
184941,A. Sánchez,Alexis Alejandro Sánchez Sánchez,30,169,62,Chile,Manchester United,Right,"LW, LM",81,78,77,85,44,73,,,,,,,82,82
184942,Giuliano,Giuliano Victor de Paula,29,172,68,Brazil,Al Nassr,Right,CAM,81,77,79,83,46,75,,,,,,,82,82
185103,A. Kolarov,Aleksandar Kolarov,33,187,81,Serbia,Roma,Left,LB,69,74,81,76,82,79,,,,,,,82,82
186627,M. Balotelli,Mario  Barwuah Balotelli,28,189,88,Italy,Brescia,Right,ST,76,82,73,79,24,76,,,,,,,82,82
187754,Marlos,Marlos Romero Bonfim,31,174,69,Ukraine,Shakhtar Donetsk,Left,"RM, CAM",83,78,79,86,46,73,,,,,,,82,82
188803,Taison,Taison Barcellos Freda,31,172,64,Brazil,Shakhtar Donetsk,Right,"CAM, LM",92,79,75,86,47,69,,,,,,,82,82
189068,B. Dost,Bas Dost,30,196,89,Netherlands,Sporting CP,Right,ST,50,82,57,66,45,80,,,,,,,82,82
189125,G. Bonaventura,Giacomo Bonaventura,29,181,75,Italy,Milan,Right,"CM, LW",73,77,82,82,72,69,,,,,,,82,82
189505,Pedro,Pedro Eliezer Rodríguez Ledesma,31,169,65,Spain,Chelsea,Right,"RW, LW",75,77,77,84,43,56,,,,,,,82,82
189805,L. de Jong,Luuk de Jong,28,188,86,Netherlands,Sevilla FC,Right,ST,56,79,71,69,51,78,,,,,,,82,82
190813,S. El Shaarawy,Stephan El Shaarawy,26,178,72,Italy,Shanghai Greenland Shenhua FC,Right,LW,87,78,71,84,42,60,,,,,,,82,82
191740,Ander Herrera,Ander Herrera Agüera,29,182,73,Spain,Paris Saint-Germain,Right,"CM, CDM",70,72,78,80,82,77,,,,,,,82,82
193348,X. Shaqiri,Xherdan Shaqiri,27,169,72,Switzerland,Liverpool,Left,"RW, RM",80,77,81,85,46,69,,,,,,,82,82
193525,Mário Fernandes,Mário Figueira Fernandes,28,187,80,Russia,PFC CSKA Moscow,Right,"RWB, RM",82,60,74,79,81,79,,,,,,,82,82
197655,S. Coates,Sebastián Coates Nión,28,196,92,Uruguay,Sporting CP,Right,CB,54,43,55,59,83,85,,,,,,,82,82
198951,C. Bakambu,Cédric Bakambu,28,182,74,DR Congo,Beijing Sinobo Guoan FC,Right,ST,90,81,72,80,35,76,,,,,,,82,82
202371,T. Meunier,Thomas Meunier,27,191,90,Belgium,Paris Saint-Germain,Right,"RB, RM",79,75,77,75,78,84,,,,,,,82,82
202857,K. Bellarabi,Karim Bellarabi,29,184,81,Germany,Bayer 04 Leverkusen,Right,RW,92,76,74,85,34,71,,,,,,,82,82
207494,J. Lingard,Jesse Lingard,26,175,62,England,Manchester United,Right,"CAM, RW",80,78,76,83,58,72,,,,,,,82,82
208808,Q. Promes,Quincy Anton Promes,27,174,72,Netherlands,Ajax,Right,"LW, RW",91,79,79,83,40,67,,,,,,,82,82
208830,J. Vardy,Jamie Vardy,32,179,74,England,Leicester City,Right,ST,88,81,65,74,55,75,,,,,,,82,82
215333,D. Zapata,Duván Zapata,28,189,88,Colombia,Atalanta,Right,ST,71,81,56,76,37,83,,,,,,,82,82
216475,Morales,José Luis Morales Nogales,31,180,70,Spain,Levante UD,Right,"ST, LM",89,81,76,85,58,69,,,,,,,82,82
230168,Raphaelito Anjos,Raphael William Anjos Rochedo,31,190,85,Brazil,Grêmio,Right,GK,,,,,,,79,84,77,78,42,83,82,82
230225,Juiano Mestres,Juan Everton Mestres de Mesquita,35,181,82,Brazil,Cruzeiro,Right,"CB, CDM",71,61,57,62,82,80,,,,,,,82,82
230258,Rosberto Dourado,Rosberto J. Dourado Santos,31,175,70,Brazil,Atlético Mineiro,Right,"CDM, CM, CAM",81,57,74,77,82,74,,,,,,,82,82
245309,E. Schetino,Egidio Maestre Schetino,27,185,80,Uruguay,Uruguay,Right,CB,80,43,56,65,83,76,,,,,,,82,82
245313,J. Sildero,José María Sildero,27,177,75,Uruguay,Uruguay,Right,"CAM, RM",81,77,81,82,40,71,,,,,,,82,82
231478,L. Martínez,Lautaro Martínez,21,174,81,Argentina,Inter,Right,ST,81,77,68,82,40,83,,,,,,,81,89
234906,H. Aouar,Houssem Aouar,21,175,70,France,Olympique Lyonnais,Right,CM,79,71,79,83,66,67,,,,,,,81,89
235569,T. Ndombele,Tanguy NDombèlé Alvaro,22,181,76,France,Tottenham Hotspur,Right,"CM, CDM",80,65,78,87,70,78,,,,,,,81,89
240130,Éder Militão,Éder Gabriel Militão,21,186,78,Brazil,Real Madrid,Right,"CB, RB",79,50,66,71,81,81,,,,,,,81,88
205659,A. Cragno,Alessio Cragno,25,184,78,Italy,Cagliari,Right,GK,,,,,,,84,78,69,88,39,76,81,87
221363,D. van de Beek,Donny van de Beek,22,184,74,Netherlands,Ajax,Right,"CAM, CM",71,78,77,79,71,79,,,,,,,81,87
221660,V. Lindelöf,Victor Nilsson Lindelöf,24,187,80,Sweden,Manchester United,Right,CB,74,50,72,72,82,78,,,,,,,81,87
222509,Dani Ceballos,Daniel Ceballos Fernández,22,179,70,Spain,Arsenal,Right,"CM, LM, CDM",69,67,79,84,68,68,,,,,,,81,87
226456,Pablo Fornals,Pablo Fornals Malla,23,178,67,Spain,West Ham United,Right,"CAM, CM, LM",67,76,79,80,71,68,,,,,,,81,87
208333,E. Can,Emre Can,25,184,82,Germany,Juventus,Right,"CM, CDM",70,68,77,79,81,84,,,,,,,81,86
211688,Gayà,José Luís Gayà Peña,24,172,66,Spain,Valencia CF,Left,LB,85,61,77,80,75,69,,,,,,,81,86
236632,David Neres,David Neres Campos,22,175,66,Brazil,Ajax,Left,"LW, RW, CAM",87,73,73,87,36,65,,,,,,,81,86
210406,P. Zieliński,Piotr Zieliński,25,180,75,Poland,Napoli,Right,"CM, LM",81,72,81,84,70,61,,,,,,,81,85
215316,G. Rulli,Gerónimo Rulli,27,189,84,Argentina,Montpellier HSC,Right,GK,,,,,,,83,77,77,86,51,75,81,85
199503,G. Xhaka,Granit Xhaka,26,185,82,Switzerland,Arsenal,Left,"CM, CDM",51,67,81,71,69,78,,,,,,,81,84
201400,Rafinha,Rafael Alcântara do Nascimento,26,174,71,Brazil,FC Barcelona,Left,"CAM, CM, RW",67,76,79,84,68,60,,,,,,,81,84
201455,G. Kondogbia,Geoffrey Kondogbia,26,188,80,Central African Rep.,Valencia CF,Left,"CM, CDM",69,73,76,79,78,88,,,,,,,81,84
204923,M. Sabitzer,Marcel Sabitzer,25,177,77,Austria,RB Leipzig,Right,"CAM, CM",74,80,76,80,57,77,,,,,,,81,84
205988,L. Shaw,Luke Shaw,23,181,75,England,Manchester United,Left,LB,82,54,75,80,80,78,,,,,,,81,84
207877,J. Martínez,Josef Alexander Martínez,26,170,69,Venezuela,Atlanta United,Right,ST,89,79,61,79,25,73,,,,,,,81,84
208135,A. Doucouré,Abdoulaye Doucouré,26,184,76,France,Watford,Right,"CDM, CM",69,74,73,77,79,82,,,,,,,81,84
226790,W. Ndidi,Onyinye Wilfred Ndidi,22,183,74,Nigeria,Leicester City,Right,"CDM, CM",71,62,67,74,83,82,,,,,,,81,84
200316,T. Horn,Timo Horn,26,192,90,Germany,1. FC Köln,Left,GK,,,,,,,82,80,79,84,48,78,81,83
204638,W. Orban,Willi Orban,26,186,83,Hungary,RB Leipzig,Right,CB,52,37,52,56,82,80,,,,,,,81,83
206467,A. Plea,Alassane Plea,26,181,79,France,Borussia Mönchengladbach,Right,"ST, LW",76,81,76,78,39,74,,,,,,,81,83
207791,Y. Poulsen,Yussuf Yurary Poulsen,25,193,78,Denmark,RB Leipzig,Right,ST,83,74,67,75,56,82,,,,,,,81,83
207807,R. Fraser,Ryan Fraser,25,163,70,Scotland,Bournemouth,Right,LM,90,73,78,83,46,61,,,,,,,81,83
207862,M. Ginter,Matthias Ginter,25,191,89,Germany,Borussia Mönchengladbach,Right,"CB, CDM",62,58,69,65,82,77,,,,,,,81,83
209889,R. Guerreiro,Raphaël Guerreiro,25,170,71,Portugal,Borussia Dortmund,Left,"LM, LB, CM",73,75,82,85,66,57,,,,,,,81,83
212814,João Mário,João Mário Naval Costa Eduardo,26,179,73,Portugal,Inter,Right,"CAM, CM",69,69,80,83,64,67,,,,,,,81,83
213874,Thiago Mendes,Thiago Henrique Mendes Ribeiro,27,177,80,Brazil,Olympique Lyonnais,Right,"CDM, CM",78,70,78,79,77,74,,,,,,,81,83
216145,A. Izzo,Armando Izzo,27,183,78,Italy,Torino,Right,CB,68,33,48,65,83,75,,,,,,,81,83
216352,M. Brozović,Marcelo Brozović,26,181,68,Croatia,Inter,Right,"CDM, CM",64,73,79,80,76,73,,,,,,,81,83
190544,A. Ljajić,Adem Ljajić,27,182,74,Serbia,Beşiktaş JK,Right,"CAM, LW",78,75,80,84,37,61,,,,,,,81,82
193165,J. Corona,Jesús Corona,26,173,62,Mexico,FC Porto,Right,"RM, RB",83,70,75,88,62,54,,,,,,,81,82
199575,Jordi Masip,Jordi Masip López,30,180,76,Spain,Real Valladolid CF,Right,GK,,,,,,,82,82,72,84,65,77,81,82
204120,T. Vaclík,Tomáš Vaclík,30,188,85,Czech Republic,Sevilla FC,Right,GK,,,,,,,82,72,74,85,37,82,81,82
206304,L. Milivojević,Luka Milivojević,28,186,80,Serbia,Crystal Palace,Right,"CDM, CM",55,67,76,67,78,84,,,,,,,81,82
208093,Gerard Moreno,Gerard Moreno Balagueró,27,180,77,Spain,Villarreal CF,Left,"ST, CF",76,79,66,78,45,69,,,,,,,81,82
223689,W. Weghorst,Wout Weghorst,26,197,84,Netherlands,VfL Wolfsburg,Right,ST,63,80,59,69,39,83,,,,,,,81,82
20775,Quaresma,Ricardo Andrade Quaresma Bernardo,35,175,67,Portugal,Beşiktaş JK,Right,"RM, LM",77,73,82,86,24,63,,,,,,,81,81
112316,J. Mathieu,Jérémy Mathieu,35,189,84,France,Sporting CP,Left,CB,68,64,73,62,83,81,,,,,,,81,81
138412,J. Milner,James Philip Milner,33,175,70,England,Liverpool,Right,"CM, LB",61,70,82,77,77,78,,,,,,,81,81
142707,L. López,Lisandro López,36,174,72,Argentina,Racing Club,Right,ST,75,82,73,80,50,70,,,,,,,81,81
159145,B. Gomis,Bafétimbi Gomis,33,184,77,France,Al Hilal,Right,ST,70,82,66,75,36,74,,,,,,,81,81
162240,M. Dembélé,Moussa Sidi Yaya Dembélé,31,185,85,Belgium,Guangzhou R&F FC,Left,"CM, CAM, CDM",73,68,77,87,77,80,,,,,,,81,81
162895,Cesc Fàbregas,Francesc Fàbregas i Soler,32,179,77,Spain,AS Monaco,Right,"CM, CDM",53,73,87,77,60,56,,,,,,,81,81
163489,A. Consigli,Andrea Consigli,32,189,82,Italy,Sassuolo,Right,GK,,,,,,,81,82,72,83,40,80,81,81
165229,L. Koscielny,Laurent Koscielny,33,186,75,France,FC Girondins de Bordeaux,Right,CB,60,43,63,64,82,74,,,,,,,81,81
168530,Jardel,Jardel Nivaldo Vieira,33,192,86,Brazil,SL Benfica,Right,CB,55,42,54,53,82,79,,,,,,,81,81
169195,Renato Augusto,Renato  Soares de Oliveira Augusto,31,186,86,Brazil,Beijing Sinobo Guoan FC,Right,"CM, CAM, CDM",67,73,79,79,71,72,,,,,,,81,81
171791,José Fonte,José Miguel da Rocha Fonte,35,187,81,Portugal,LOSC Lille,Right,CB,36,38,54,60,81,76,,,,,,,81,81
171897,A. Guardado,José Andrés Guardado Hernández,32,169,67,Mexico,Real Betis,Left,"CM, CDM, LM",68,68,81,82,72,68,,,,,,,81,81
173771,L. Piszczek,Łukasz Piszczek,34,184,79,Poland,Borussia Dortmund,Right,RB,77,68,75,73,82,78,,,,,,,81,81
176600,K. Gameiro,Kévin Gameiro,32,172,70,France,Valencia CF,Right,ST,85,79,74,77,43,67,,,,,,,81,81
177388,D. Payet,Dimitri  Payet,32,175,77,France,Olympique de Marseille,Right,"CAM, LW",71,77,82,81,38,67,,,,,,,81,81
177600,Beñat,Beñat Etxebarria Urkiaga,32,177,76,Spain,Athletic Club de Bilbao,Right,CM,49,73,84,74,67,71,,,,,,,81,81
178086,Adán,Antonio Adán Garrido,32,190,92,Spain,Atlético Madrid,Left,GK,,,,,,,79,82,78,81,55,82,81,81
179784,B. Höwedes,Benedikt Höwedes,31,188,77,Germany,Lokomotiv Moscow,Right,"CB, LB",52,48,62,63,82,74,,,,,,,81,81
182494,F. Muslera,Fernando Muslera,33,190,74,Uruguay,Galatasaray SK,Right,GK,,,,,,,81,75,75,83,61,81,81,81
